id,source,period,cp.val,auc,prauc,acc,F1,kap,dp,mcc,Brier,mr,Se,Sp,ifd,GM,bac,PM,dpow,DLR.pos,DLR.neg,DOR,PT,ppv,npv,mkd,FM,IMN,NMI,MCEN,imcen,type
MA:8,LR (weighted average),Unrestricted,0.22238008108973256,0.7621898303716486,0.5500875543849336,0.6316316316316316,0.5533980582524272,0.2961690885072654,0.5515515515515516,0.34969567661337697,0.16454582452058708,0.3683683683683684,0.8351648351648352,0.5550964187327824,0.39026125389761757,0.6808795848397531,0.6951306269488088,0.652437654459672,1.0166324976559173,1.8771816418875242,0.2969487088593788,6.321568627450981,0.42192262979637163,0.41379310344827586,0.8995535714285714,0.3133466748768472,0.5878651622895551,0.11287133010613443,0.1128713301061337,0.6199471632076441,1.6130406901548506,MA
MA:9,LR (weighted average),Unrestricted,0.24394720986122392,0.7737439328348419,0.5446426942556297,0.6676676676676677,0.5665796344647519,0.33139000435434723,0.4934934934934935,0.36965089676774304,0.1627443162258864,0.33233233233233234,0.7948717948717948,0.6198347107438017,0.4147065056155965,0.7019181783176479,0.7073532528077983,0.6764652840396754,1.0163154846130416,2.0908584169453737,0.330940170940171,6.317934782608695,0.40883407212339723,0.44016227180527384,0.8893280632411067,0.3294903350463805,0.5915002747460941,0.12232752253418595,0.12232752253418433,0.6524186709785318,1.5327580961166354,MA
MA:10,LR (weighted average),Unrestricted,0.2381113990031418,0.769329155692792,0.5587302327077304,0.6586586586586587,0.5689001264222503,0.3285933056224022,0.5185185185185185,0.37512487512487513,0.1628196468376387,0.34134134134134136,0.8241758241758241,0.5964187327823691,0.42059455695819326,0.7011090504656246,0.7102972784790966,0.6712857371814629,1.067077510581828,2.0421557964220076,0.2947998883333757,6.927261092150167,0.41168524668404466,0.4343629343629344,0.9002079002079002,0.3345708345708345,0.5983238499508446,0.1283183361317017,0.12831833613169996,0.630524416351256,1.585981405425725,MA
MA:11,LR (weighted average),Unrestricted,0.24599848906002836,0.7883354019717657,0.5757307543578922,0.6866866866866866,0.5876152832674573,0.3655984661736509,0.4864864864864865,0.40531578697066506,0.1584314753285012,0.3133133133133133,0.8168498168498168,0.6377410468319559,0.4545908636817728,0.721760803384538,0.7272954318408864,0.6927688417052851,1.1361354671168242,2.254878201646262,0.2871858163434838,7.851634980988591,0.39974013904028843,0.4588477366255144,0.9025341130604289,0.36138184968594333,0.6122170282052799,0.1481250551351427,0.14812505513514262,0.6342003799834632,1.5767887115206,MA
MA:12,LR (weighted average),Unrestricted,0.2729007083650999,0.7771647544374817,0.5598961348595798,0.7057057057057057,0.5775862068965518,0.3674845912315385,0.42342342342342343,0.38825744075157914,0.16105491758816237,0.29429429429429427,0.7362637362637363,0.6942148760330579,0.43047861229679407,0.7149302332381571,0.715239306148397,0.7065539480564754,1.0180495768459563,2.407781407781408,0.379905808477237,6.3378378378378395,0.3918951774822601,0.475177304964539,0.875,0.3501773049645389,0.591486109677078,0.13005873860796568,0.13005873860796402,0.6786507885642785,1.4735118810007612,MA
MA:13,LR (weighted average),Unrestricted,0.23127762403242505,0.751231092140183,0.5393385937643059,0.6386386386386387,0.544766708701135,0.290481558646985,0.5205205205205206,0.3322603440551465,0.16671343008138642,0.3613613613613614,0.7912087912087912,0.581267217630854,0.37247600883964527,0.6781620253530901,0.6862380044198226,0.6539231385108087,0.91531885235848,1.8895315211104684,0.3592000416644967,5.260387811634348,0.4211231473108394,0.4153846153846154,0.8810020876826722,0.29638670306728754,0.5732852339151866,0.09924556461209552,0.09924556461209533,0.6562254129568821,1.5238666169511876,MA
MA:14,LR (weighted average),Unrestricted,0.28861975873891527,0.7579617352344625,0.5510723297979205,0.6986986986986987,0.5514157973174367,0.33623606852662463,0.3983983983983984,0.3497874567865999,0.16454564786540465,0.3013013013013013,0.6776556776556777,0.7066115702479339,0.38426724790361155,0.6919821836403782,0.6921336239518058,0.6978629214534005,0.8942569514827616,2.3097559717278027,0.45618319302529825,5.063220230473752,0.39685876228029515,0.4648241206030151,0.8535773710482529,0.3184014916512681,0.5612403268101293,0.10364494250717789,0.10364494250717582,0.7064018682553721,1.4156247950897107,MA
MA:15,LR (weighted average),Unrestricted,0.2556665548070153,0.7632695587241042,0.5423490127663317,0.6726726726726727,0.5634178905206942,0.3310747304727096,0.47647647647647645,0.3639382667394567,0.16425015591808048,0.32732732732732733,0.7728937728937729,0.6349862258953168,0.40787999878908976,0.7005547086900559,0.7039399993945449,0.6792236987376459,0.9804788779337977,2.1174372797014307,0.35765535982455715,5.92032866707243,0.4073084711277174,0.4432773109243697,0.8814531548757171,0.3247304658000867,0.585325783883251,0.11717033873783346,0.11717033873783289,0.6666901707710475,1.4999471176295722,MA
MA:16,LR (weighted average),Unrestricted,0.2525855730506364,0.7856663538481721,0.5769663617113374,0.6846846846846847,0.5783132530120481,0.35442477059138494,0.4744744744744745,0.3889598720401571,0.15899141968004774,0.3153153153153153,0.7912087912087912,0.6446280991735537,0.43583689038234485,0.7141676407723387,0.7179184451911724,0.6900594059405941,1.0628164773117172,2.2264247380526445,0.3238940546632855,6.873929008567928,0.40126464397029954,0.45569620253164556,0.8914285714285715,0.347124773960217,0.6004588591764632,0.13460526626661318,0.13460526626661207,0.6526991468821293,1.5320994439427231,MA
MA:17,LR (weighted average),Unrestricted,0.24184244488343828,0.7685067457794731,0.5500913367862055,0.6546546546546547,0.5548387096774193,0.31087330770015176,0.5025025025025025,0.34959021071980195,0.16288369012647388,0.34534534534534533,0.7875457875457875,0.6046831955922864,0.39222898313807386,0.690083838014216,0.6961144915690369,0.6657965117023047,0.9566726337614504,1.9921889956733159,0.35134796866004164,5.670130962393365,0.4146883864464068,0.42828685258964144,0.8832997987927566,0.31158665138239794,0.5807714753827152,0.10932551471570287,0.10932551471570151,0.6585847790060546,1.5184073970084975,MA
